apk,color,fuel,history,make,mileage,model,owners,power,price_euro,seller,transmission,weight,year,predicted_label
Nieuw,Beige,Stroom,Ja,Fiat,70324,500,,87,15950,Autobedrijf,Automatisch,1265,Jun/21,5
,Zwart,Elektro/Benzine,Ja,Fiat,60745,500,,51,13445,Autobedrijf,Handgeschakeld,955,May/21,1
,Blauw,Benzine,,Fiat,54804,500,,51,17950,Autobedrijf,Automatisch,955,Jan/21,0
Mar/27,Blauw,Benzine,Ja,Fiat,56061,500X,,110,22425,Autobedrijf,Automatisch,1295,Jan/20,1
Feb/26,,Benzine,,Fiat,54570,500C,,51,15495,Autobedrijf,Handgeschakeld,955,Feb/20,0
Mar/26,Wit,Benzine,Ja,Fiat,58745,500X,,111,21950,Autobedrijf,Automatisch,1295,Mar/20,5
Jun/25,Grijs,Elektro/Benzine,Ja,Fiat,58442,500,1,51,13925,Autobedrijf,Handgeschakeld,964,Jun/21,5
Aug/26,Grijs,Benzine,,Fiat,52988,Panda,2,51,13449,Autobedrijf,Handgeschakeld,1055,Aug/22,5
Jan/26,Zwart,Benzine,,Fiat,51153,500C,,63,13295,Autobedrijf,Handgeschakeld,955,Jan/20,1
Sep/25,Grijs,Stroom,,Fiat,74338,500,,87,13995,Autobedrijf,Automatisch,1265,Sep/21,5
Mar/27,Zwart,Benzine,Ja,Fiat,57767,500,,51,14845,Autobedrijf,Automatisch,950,Jan/20,5
Sep/26,Zwart,Benzine,,Fiat,59170,500,,51,11900,Autobedrijf,Handgeschakeld,955,Sep/20,5
,,Benzine,,Fiat,57437,500X,,88,16500,Autobedrijf,Handgeschakeld,1295,Feb/20,5
Nieuw,Blauw,Benzine,,Fiat,51106,500,,51,13937,Autobedrijf,Handgeschakeld,964,Jun/22,5
Jul/26,Zwart,Benzine,Ja,Fiat,78681,500,,51,11700,Autobedrijf,Handgeschakeld,950,Feb/20,0
,,Benzine,,Fiat,115000,500C,,51,7600,Particulier,Handgeschakeld,1150,Oct/15,0
Nieuw,Zwart,Benzine,Ja,Fiat,63773,Tipo,2,74,14500,Autobedrijf,Handgeschakeld,1245,Nov/21,5
Aug/25,Wit,Benzine,Ja,Fiat,68465,Punto Evo,3,74,7450,Autobedrijf,Handgeschakeld,1065,Aug/15,5
Nieuw,Blauw,Benzine,Ja,Fiat,65873,500,,59,7845,Autobedrijf,Handgeschakeld,905,Jul/15,5
May/26,Rood,Benzine,,Fiat,71418,Panda,2,63,5445,Autobedrijf,Handgeschakeld,950,Jul/12,0
Dec/25,Bruin,Benzine,,Fiat,73159,500,,59,10500,Particulier,Handgeschakeld,905,Dec/14,5
Nieuw,Wit,Benzine,Ja,Fiat,51959,Panda,,44,6995,Autobedrijf,Handgeschakeld,930,Oct/15,0
,Wit,Benzine,,Fiat,74629,500,,44,6499,Autobedrijf,Handgeschakeld,840,Jun/15,0
Sep/25,Grijs,Benzine,Ja,Fiat,67712,500,2,63,6690,Autobedrijf,Handgeschakeld,905,Sep/11,5
May/25,Wit,Benzine,Ja,Fiat,73903,Panda,,51,4245,Autobedrijf,Handgeschakeld,835,May/11,0
Dec/25,Wit,Benzine,Ja,Fiat,55963,500,,59,10500,Particulier,Handgeschakeld,905,Dec/15,0
May/26,Grijs,Benzine,Ja,Fiat,80000,500,2,63,5900,Particulier,Handgeschakeld,,May/11,0
Apr/26,Rood,Benzine,Ja,Fiat,75240,Panda,2,48,3950,Particulier,Handgeschakeld,930,Jun/13,0
Jan/26,Grijs,Benzine,,Fiat,79167,500,,59,9900,Autobedrijf,Automatisch,915,Dec/15,5
Oct/25,Zwart,Benzine,,Fiat,138448,Panda,,40,2349,Autobedrijf,Handgeschakeld,815,Sep/05,0
Dec/25,Grijs,Benzine,,Fiat,145612,Punto,,44,750,Autobedrijf,Handgeschakeld,835,Sep/02,0
Jul/25,Wit,Diesel,,Fiat,130215,Ducato,2,94,20495,Particulier,Handgeschakeld,2740,Mar/02,0
Nieuw,Grijs,Benzine,Ja,Fiat,88750,Punto Evo,2,74,8925,Autobedrijf,Handgeschakeld,1065,Dec/17,5
Mar/26,Geel,Benzine,,Fiat,128699,Panda,,44,1750,Particulier,Handgeschakeld,835,Feb/04,0
Feb/26,Blauw,Benzine,Ja,Fiat,88042,500,,63,11950,Autobedrijf,Handgeschakeld,905,Feb/17,0
,Rood,Benzine,Ja,Fiat,88064,500,2,59,7950,Autobedrijf,Handgeschakeld,905,Nov/15,0
Nieuw,,Benzine,Ja,Fiat,86900,500C,,51,11500,Autobedrijf,Handgeschakeld,,Oct/16,0
Nieuw,Wit,Benzine,Ja,Fiat,82324,500X,,88,13950,Autobedrijf,Handgeschakeld,1295,Nov/18,0
Aug/25,Blauw,Diesel,Ja,Fiat,105235,Talento,2,125,24600,Autobedrijf,Automatisch,1929,Aug/21,0
,Wit,Diesel,,Fiat,121419,Ducato,,88,17440,Autobedrijf,Handgeschakeld,2060,May/21,5
Jul/26,Wit,Diesel,,Fiat,110713,Ducato,,88,18900,Autobedrijf,Handgeschakeld,1965,Jul/23,0
Aug/25,Zwart,Benzine,,Fiat,89128,500,,51,4399,Autobedrijf,Handgeschakeld,840,Aug/08,0
Dec/25,Zwart,Benzine,Ja,Fiat,87834,500,,51,5950,Autobedrijf,Handgeschakeld,840,May/08,0
,Zwart,Benzine,Ja,Fiat,93552,Punto,,48,2950,Particulier,Handgeschakeld,,Nov/06,0
Aug/25,Grijs,Benzine,,Fiat,84000,Panda,,44,3000,Particulier,Handgeschakeld,840,Jun/07,0
Dec/25,Wit,Benzine,Ja,Fiat,81845,Panda,,44,2450,Autobedrijf,Handgeschakeld,835,Oct/08,0
Oct/25,Grijs,Benzine,Ja,Fiat,96398,500C Abarth,,99,12795,Autobedrijf,Handgeschakeld,1050,Apr/11,5
Jul/25,Blauw,Benzine,,Fiat,93690,Panda,,48,4950,Autobedrijf,Handgeschakeld,930,Jul/13,0
May/25,Grijs,Benzine,,Fiat,84343,500,,63,6950,Autobedrijf,Handgeschakeld,905,May/13,3
Aug/25,Grijs,Benzine,,Fiat,99531,500,,51,7250,Particulier,Handgeschakeld,880,Aug/11,0
Feb/26,Wit,Benzine,,Fiat,91372,500,,44,6950,Particulier,Handgeschakeld,840,Dec/14,0
Aug/25,Grijs,Benzine,,Fiat,89500,500,,63,9950,Particulier,Handgeschakeld,945,Mar/13,0
Nieuw,Beige,Benzine,,Fiat,97498,Panda,,50,3950,Autobedrijf,Handgeschakeld,835,Jun/11,1
Jun/25,Wit,Benzine,,Fiat,97407,500,3,51,5440,Autobedrijf,Handgeschakeld,840,Jul/11,0
May/25,Wit,Benzine,Ja,Fiat,99981,500,,63,4440,Autobedrijf,Handgeschakeld,875,Feb/11,0
May/25,Zwart,Benzine,,Fiat,94000,500L,1,77,7500,Particulier,Handgeschakeld,,May/14,0
,Zilver,Benzine,Ja,Fiat,94200,Punto,1,74,6300,Particulier,Handgeschakeld,,May/14,0
Apr/26,Wit,Benzine,Ja,Fiat,93000,500C,2,51,6965,Particulier,Handgeschakeld,980,Jan/12,0
Mar/26,Wit,Benzine,,Fiat,87646,500,,51,6995,Autobedrijf,Handgeschakeld,840,Oct/12,5
,,Diesel,,Fiat,94600,Doblo,,66,3500,Particulier,Handgeschakeld,1575,Feb/14,0
,Grijs,Benzine,Ja,Fiat,92528,500C,2,51,9850,Autobedrijf,Handgeschakeld,,Mar/14,0
,Rood,Benzine,,Fiat,91362,Doblo,,70,24950,Autobedrijf,Handgeschakeld,1215,Jan/11,5
Nieuw,Wit,Benzine,,Fiat,88123,500L,,77,7950,Autobedrijf,Handgeschakeld,1235,Jan/14,0
Sep/25,Wit,Benzine,,Fiat,84865,Panda,1,60,6445,Autobedrijf,Handgeschakeld,950,Sep/14,5
Feb/26,Grijs,Benzine,,Fiat,90315,500,,63,7999,Autobedrijf,Handgeschakeld,905,Feb/13,0
Feb/26,Wit,Benzine,,Fiat,81618,500C,,51,8950,Autobedrijf,Handgeschakeld,880,Oct/14,0
May/25,Rood,Benzine,Ja,Fiat,84381,Panda,,63,7995,Autobedrijf,Automatisch,955,May/12,5
Oct/25,Groen,Benzine,,Fiat,94073,500,2,60,7890,Autobedrijf,Handgeschakeld,905,Sep/14,0
Feb/26,Grijs,Benzine,Ja,Fiat,85959,500,2,60,9445,Autobedrijf,Automatisch,915,Sep/14,0
Jun/25,Grijs,Benzine,,Fiat,94648,500,3,51,6950,Autobedrijf,Automatisch,875,May/12,0
Dec/25,Wit,Diesel,Ja,Fiat,113508,Talento,,107,13900,Autobedrijf,Handgeschakeld,1756,Dec/21,0
,Wit,Benzine,Ja,Fiat,84620,500,,59,7495,Autobedrijf,Handgeschakeld,905,Jun/14,0
Dec/25,Rood,Benzine,,Fiat,97523,500,,51,7500,Particulier,Automatisch,875,Feb/11,1
,Grijs,Benzine,Ja,Fiat,96160,Panda,,74,5950,Particulier,Handgeschakeld,,Sep/07,0
Apr/26,Wit,Benzine,Ja,Fiat,88293,Punto Evo,7,74,5600,Autobedrijf,Handgeschakeld,1050,Sep/14,0
Nieuw,Rood,Benzine,Ja,Fiat,2778,500C,1,51,15650,Autobedrijf,Handgeschakeld,955,Jan/21,0
Mar/26,Groen,Benzine,Ja,Fiat,20200,500,,51,16950,Autobedrijf,Handgeschakeld,955,Mar/23,5
Jul/25,Zwart,Diesel,,Fiat,85466,Talento,,107,14950,Autobedrijf,Handgeschakeld,1808,Jul/21,1
Jul/25,Wit,Benzine,Ja,Fiat,114753,Panda,,51,9950,Autobedrijf,Handgeschakeld,955,Jul/21,5
,Groen,Benzine,,Fiat,83877,500,,51,14750,Autobedrijf,Handgeschakeld,955,Mar/21,0
Nieuw,Groen,Stroom,Ja,Fiat,88937,500,,51,12940,Autobedrijf,Handgeschakeld,955,Feb/21,5
Nieuw,Grijs,Diesel,Ja,Fiat,92835,Scudo,,130,25450,Autobedrijf,Automatisch,1855,Jun/22,5
Apr/27,Grijs,Benzine,,Fiat,98680,500,,51,12900,Autobedrijf,Handgeschakeld,955,Aug/21,5
Nov/26,Wit,Diesel,,Fiat,104798,Ducato,,88,17900,Autobedrijf,Handgeschakeld,1915,Nov/23,0
Dec/26,Groen,Stroom,Ja,Fiat,90256,500C,1,87,17900,Autobedrijf,Automatisch,1305,Dec/20,5
Apr/26,Wit,Benzine,,Fiat,113000,Doblo,2,76,4750,Particulier,Handgeschakeld,,Sep/09,0
Jul/25,Wit,Diesel,Ja,Fiat,125000,Ducato,4,81,25500,Particulier,Handgeschakeld,2355,Mar/06,0
Jan/24,Blauw,Diesel,,Fiat,110000,Panda,2,51,1299,Particulier,Handgeschakeld,750,May/08,0
Mar/26,Rood,Benzine,Ja,Fiat,113825,500,6,51,1650,Autobedrijf,Handgeschakeld,840,Feb/09,0
Sep/25,Wit,Benzine,,Fiat,115337,Panda,,44,2350,Autobedrijf,Handgeschakeld,835,Sep/09,0
Aug/25,Zwart,Benzine,,Fiat,110137,Panda,,40,1940,Autobedrijf,Handgeschakeld,815,Sep/06,0
Oct/25,Bruin,Benzine,Ja,Fiat,97900,500,2,63,8750,Autobedrijf,Handgeschakeld,905,Jan/15,0
Aug/25,Zwart,Benzine,Ja,Fiat,94676,500,,59,8445,Autobedrijf,Handgeschakeld,905,Nov/16,0
Mar/26,Zwart,Benzine,Ja,Fiat,110927,Panda,2,44,2999,Autobedrijf,Handgeschakeld,835,Jul/09,0
Feb/26,Wit,Benzine,Ja,Fiat,91170,500,,59,8450,Autobedrijf,Handgeschakeld,905,Feb/17,0
Nov/25,Groen,Benzine,Ja,Fiat,89650,500X,2,125,16000,Particulier,Automatisch,1505,Sep/16,0
,Geel,Benzine,Ja,Fiat,94640,500,,59,7500,Particulier,Handgeschakeld,905,Apr/15,0
Mar/26,Rood,Benzine,Ja,Fiat,103550,Bravo,,88,4744,Autobedrijf,Handgeschakeld,1235,Feb/09,0
,Grijs,Stroom,Ja,Fiat,84710,500e,,83,7950,Autobedrijf,Automatisch,1284,Mar/16,1
Nieuw,Wit,Benzine,Ja,Fiat,91500,500,,51,8450,Autobedrijf,Handgeschakeld,,Jan/16,0
Apr/26,Blauw,Stroom,,Fiat,81061,500e,4,83,6999,Particulier,Automatisch,1284,Apr/15,0
Mar/26,Zwart,Benzine,,Fiat,99600,500,,59,8999,Autobedrijf,Automatisch,915,Apr/16,0
Nieuw,Zwart,Benzine,Ja,Fiat,82106,500,4,60,8945,Autobedrijf,Handgeschakeld,905,May/15,5
Jun/26,Wit,Benzine,,Fiat,91925,500,,51,8945,Autobedrijf,Handgeschakeld,840,Jun/18,0
Mar/26,Zwart,Benzine,Ja,Fiat,137705,Panda,,44,1975,Autobedrijf,Handgeschakeld,835,May/04,0
Apr/26,Wit,Benzine,Ja,Fiat,94832,500,,63,6500,Autobedrijf,Handgeschakeld,905,Jul/15,0
Oct/25,Zwart,Benzine,Ja,Fiat,67322,500 Abarth,,118,19750,Autobedrijf,Handgeschakeld,1010,Feb/18,0
Nieuw,Wit,Diesel,Ja,Fiat,74863,Fiorino,2,60,7900,Autobedrijf,Handgeschakeld,1185,Nov/18,5
Nieuw,Grijs,Diesel,,Fiat,75309,Talento,,92,17950,Autobedrijf,Handgeschakeld,1890,Jun/19,0
Nieuw,Wit,Diesel,Ja,Fiat,66048,Fiorino,1,60,7950,Autobedrijf,Handgeschakeld,1185,Nov/18,5
Nieuw,Wit,Normal/Benzin 91,,Fiat,132835,500C,2,51,5985,Autobedrijf,Automatisch,915,Aug/10,0
Feb/26,Grijs,Benzine,Ja,Fiat,149076,500C Abarth,,103,9945,Autobedrijf,Automatisch,1060,Sep/10,0
Aug/25,Rood,Benzine,,Fiat,138483,500,,51,4999,Autobedrijf,Handgeschakeld,840,Mar/08,0
Nieuw,Blauw,Benzine,Ja,Fiat,128718,Panda,5,40,2750,Autobedrijf,Handgeschakeld,815,Aug/06,5
Oct/25,Zwart,Diesel,,Fiat,128111,Talento,2,125,24900,Autobedrijf,Automatisch,1929,Aug/21,0
Nieuw,Grijs,Diesel,Ja,Fiat,153447,Talento,2,107,15900,Autobedrijf,Handgeschakeld,1901,Jun/20,0
Nieuw,Blauw,Benzine,Ja,Fiat,136610,Panda,4,44,2650,Autobedrijf,Handgeschakeld,835,Jul/06,5
Mar/26,,Diesel,,Fiat,162482,Doblo,2,66,4999,Autobedrijf,Handgeschakeld,1265,Jan/14,0
Dec/25,Bruin,Benzine,Ja,Fiat,127790,Grande Punto,,57,3250,Autobedrijf,Handgeschakeld,1000,Feb/09,0
Aug/25,Wit,Diesel,Ja,Fiat,159883,Talento,1,107,11950,Autobedrijf,Handgeschakeld,1713,Jul/20,3
Jan/26,Rood,Benzine,,Fiat,186760,Scudo,,58,3097,Particulier,Handgeschakeld,,Aug/97,0
Mar/26,Geel,Benzine,,Fiat,165000,Seicento,,40,800,Particulier,Handgeschakeld,725,Nov/98,0
Feb/26,Blauw,Benzine,,Fiat,162335,Panda,,40,1100,Particulier,Handgeschakeld,815,Mar/04,0
May/25,Blauw,Benzine,,Fiat,162000,Panda,,44,1750,Particulier,Handgeschakeld,835,Mar/05,0
Oct/25,Zwart,Benzine,,Fiat,172117,Seicento,,40,1250,Autobedrijf,Handgeschakeld,710,Sep/02,0
Aug/25,,Diesel,,Fiat,168080,Doblo,,55,4700,Autobedrijf,Handgeschakeld,1265,Apr/14,0
Nieuw,Zwart,Diesel,Ja,Fiat,176126,Doblo,4,66,8450,Autobedrijf,Handgeschakeld,1360,Dec/15,5
Nieuw,Zwart,Benzine,Ja,Fiat,183771,500,6,44,5750,Autobedrijf,Handgeschakeld,840,Mar/14,0
Mar/26,Zwart,Benzine,Ja,Fiat,136925,Punto,,48,2199,Autobedrijf,Handgeschakeld,990,Jan/08,0
Nieuw,Paars,Benzine,Ja,Fiat,153705,Panda,,63,3250,Autobedrijf,Handgeschakeld,950,Jun/12,0
May/25,Blauw,Benzine,Ja,Fiat,171987,500,,51,3395,Autobedrijf,Handgeschakeld,840,Sep/08,0
Sep/25,Zwart,Benzine,Ja,Fiat,215329,Bravo,,88,1999,Autobedrijf,Handgeschakeld,1235,Dec/08,0
Jun/25,Blauw,Benzine,,Fiat,169000,Panda,,40,999,Particulier,Handgeschakeld,815,Oct/04,0
Nov/25,Zwart,Benzine,,Fiat,173520,500,3,51,3100,Particulier,Handgeschakeld,,Jun/08,0
Apr/26,Groen,Benzine,,Fiat,152000,Seicento,,40,1350,Autobedrijf,Handgeschakeld,710,Jun/02,0
,Wit,Diesel,Ja,Fiat,242215,Ducato,4,88,3600,Autobedrijf,Handgeschakeld,1871,May/10,0
Jul/25,,Benzine,Ja,Fiat,109000,Punto Evo,,57,6500,Particulier,Automatisch,1115,Oct/10,5
,Geel,Benzine,Ja,Fiat,69290,500,,51,6950,Autobedrijf,Handgeschakeld,840,Feb/08,5
Jan/26,Wit,Benzine,,Fiat,106426,500,,74,6940,Autobedrijf,Handgeschakeld,905,Jul/10,5
Nieuw,Zwart,Benzine,,Fiat,201120,500,,74,3995,Autobedrijf,Handgeschakeld,905,Feb/08,0
Dec/25,Beige,Benzine,Ja,Fiat,149993,Panda,,44,2997,Autobedrijf,Handgeschakeld,835,Jan/08,0
Jun/25,Wit,Benzine,,Fiat,194173,500,3,63,4950,Autobedrijf,Handgeschakeld,905,Mar/11,0
Aug/25,Zwart,Benzine,,Fiat,83512,Panda,4,44,3449,Autobedrijf,Handgeschakeld,835,Jul/08,0
Sep/25,Zwart,Benzine,,Fiat,236140,Grande Punto,,70,2395,Autobedrijf,Handgeschakeld,1035,Sep/08,0
Nieuw,Zwart,Benzine,,Fiat,181927,500,,51,4450,Autobedrijf,Handgeschakeld,840,Mar/10,5
Feb/26,Wit,Benzine,,Fiat,182745,500C,7,63,5750,Autobedrijf,Handgeschakeld,945,Aug/12,0
Nieuw,Wit,Benzine,Ja,Fiat,187170,Qubo,,54,4450,Autobedrijf,Handgeschakeld,1155,Feb/12,0
Nov/25,Wit,Benzine,,Fiat,199169,Punto Evo,,77,3695,Autobedrijf,Handgeschakeld,1050,Feb/10,0
Jan/26,Wit,Benzine,Ja,Fiat,182193,500L,,77,4950,Autobedrijf,Handgeschakeld,1235,May/13,5
Feb/26,Grijs,Benzine,Ja,Fiat,198117,Punto Evo,3,63,2949,Autobedrijf,Handgeschakeld,1065,Oct/13,0
Nieuw,Grijs,Benzine,,Fiat,174538,500L,,77,5950,Autobedrijf,Handgeschakeld,1235,Jun/14,5
Mar/26,Wit,Benzine,Ja,Fiat,176700,Punto,,63,2250,Particulier,Handgeschakeld,1150,Jul/12,0
Jul/25,Wit,Benzine,Ja,Fiat,154150,500,,63,4950,Autobedrijf,Handgeschakeld,905,Jul/12,0
Sep/25,Zwart,Benzine,,Fiat,171419,Panda,,50,2850,Autobedrijf,Handgeschakeld,835,May/11,0
Apr/26,Rood,Benzine,Ja,Fiat,151797,Panda,,48,3495,Autobedrijf,Handgeschakeld,930,Mar/13,0
Nieuw,Grijs,Benzine,,Fiat,153974,Panda,,51,2390,Autobedrijf,Handgeschakeld,835,Apr/11,0
Jun/25,Wit,Benzine,,Fiat,168993,500,5,51,4495,Autobedrijf,Handgeschakeld,840,May/11,0
Nieuw,Zwart,Benzine,Ja,Fiat,150195,Panda,,48,3995,Autobedrijf,Handgeschakeld,930,Nov/13,0
,Wit,Benzine,,Fiat,169336,Grande Punto,2,55,2499,Autobedrijf,Handgeschakeld,1000,Feb/10,5
Nieuw,Grijs,Benzine,Ja,Fiat,154785,Punto Evo,4,63,4745,Autobedrijf,Handgeschakeld,1065,Feb/13,5
Nieuw,Blauw,Benzine,,Fiat,165865,500,3,63,4250,Autobedrijf,Handgeschakeld,905,Apr/11,0
,Wit,Benzine,Ja,Fiat,157273,500L,,77,5350,Particulier,Handgeschakeld,1235,Oct/13,0
,Zwart,Benzine,,Fiat,156878,Punto,,63,3499,Particulier,Handgeschakeld,1065,Sep/12,0
Nieuw,Geel,Benzine,,Fiat,156310,Panda,,51,1450,Autobedrijf,Handgeschakeld,835,Nov/10,0
Jul/25,Wit,Benzine,,Fiat,168500,500,,51,4600,Particulier,Handgeschakeld,880,Mar/11,0
,Paars,Benzine,,Fiat,160420,Panda,2,44,3995,Autobedrijf,Handgeschakeld,930,Sep/14,0
Nieuw,Wit,Benzine,,Fiat,154288,500,,63,3950,Autobedrijf,Handgeschakeld,905,Apr/11,0
Mar/26,Zwart,Benzine,Ja,Fiat,156700,Panda,,51,1995,Autobedrijf,Handgeschakeld,835,Feb/12,0
Mar/26,Blauw,Benzine,Ja,Fiat,179625,Bravo,1,66,4750,Autobedrijf,Handgeschakeld,1180,Jul/10,0
Mar/26,Blauw,Benzine,,Fiat,179497,Grande Punto,,57,2499,Autobedrijf,Handgeschakeld,1015,Dec/05,1
Apr/26,Grijs,Benzine,Ja,Fiat,188303,Grande Punto,4,49,2850,Autobedrijf,Handgeschakeld,1005,Mar/08,0
,Zwart,Benzine,Ja,Fiat,162540,Punto,3,63,4200,Particulier,Handgeschakeld,,Oct/12,0
,Zwart,Benzine,,Fiat,196311,Punto,,57,6000,Particulier,Handgeschakeld,1000,May/08,0
Jan/26,,Benzine,Ja,Fiat,189614,500,,74,3950,Autobedrijf,Handgeschakeld,905,Jan/09,0
Oct/25,Grijs,Benzine,Ja,Fiat,166952,500,,63,2999,Autobedrijf,Handgeschakeld,905,Oct/11,0
Aug/25,Wit,Benzine,,Fiat,188623,Punto Evo,,99,4950,Autobedrijf,Handgeschakeld,1145,Jan/10,0
Nieuw,Zwart,Diesel,,Fiat,194417,Punto Evo,,62,2150,Autobedrijf,Handgeschakeld,1105,Aug/10,0
Aug/25,Zwart,Benzine,,Fiat,185448,Panda,,44,1500,Particulier,Handgeschakeld,835,Jun/08,0
Apr/26,Blauw,Benzine,Ja,Fiat,190530,Panda,,44,1999,Autobedrijf,Handgeschakeld,835,Sep/08,0
Jun/25,Blauw,Benzine,,Fiat,181688,Panda,,44,1050,Particulier,Handgeschakeld,,Jun/08,0
Jun/25,Blauw,Benzine,Ja,Fiat,176025,Panda,,44,2745,Autobedrijf,Handgeschakeld,835,May/09,0
Oct/25,Zwart,Benzine,,Fiat,187635,Grande Punto,,70,1845,Autobedrijf,Handgeschakeld,1050,Apr/06,0
Jun/25,Zwart,Benzine,,Fiat,190265,Grande Punto,,88,2850,Autobedrijf,Handgeschakeld,1145,Jul/08,0
,Zwart,Benzine,,Fiat,183800,Panda,,44,1195,Particulier,Handgeschakeld,,Jan/06,0
Sep/25,Blauw,Benzine,,Fiat,181600,Panda,3,44,2250,Particulier,Handgeschakeld,835,Apr/08,0
Jun/25,Zwart,Benzine,,Fiat,178400,Panda,,44,1200,Particulier,Handgeschakeld,835,May/05,0
Oct/25,Zwart,Benzine,,Fiat,152556,500,,63,6950,Autobedrijf,Handgeschakeld,959,Oct/13,0
,Grijs,Benzine,,Fiat,177000,Doblo,,57,3500,Particulier,Handgeschakeld,1205,Jul/07,0
Dec/25,,Diesel,,Fiat,166249,Doblo,,66,2350,Autobedrijf,Handgeschakeld,1245,Mar/13,0
Dec/25,Grijs,Diesel,Ja,Fiat,172605,Doblo,,77,4950,Autobedrijf,Handgeschakeld,1285,Aug/11,5
Nieuw,Wit,Benzine,Ja,Fiat,171040,500C,,63,5450,Autobedrijf,Handgeschakeld,945,May/11,0
Sep/25,Wit,Benzine,Ja,Fiat,160391,500,,51,5950,Autobedrijf,Automatisch,875,Aug/10,0
Apr/26,Blauw,Benzine,,Fiat,163500,500C,,51,5950,Autobedrijf,Automatisch,915,Sep/10,1
,Zwart,Benzine,Ja,Fiat,189100,Bravo,,200,7500,Particulier,Handgeschakeld,1250,Feb/09,0
Mar/26,Wit,Benzine,Ja,Fiat,161219,Panda,,51,2950,Autobedrijf,Handgeschakeld,835,Jun/11,0
,Blauw,Benzine,Ja,Fiat,167369,500,,51,4450,Autobedrijf,Handgeschakeld,840,Jun/12,0
Nieuw,Zwart,Benzine,,Fiat,169874,Panda,,63,4950,Autobedrijf,Handgeschakeld,950,Jun/12,0
Nieuw,Wit,Benzine,Ja,Fiat,166157,500,,44,5250,Autobedrijf,Handgeschakeld,840,Aug/14,0
Jan/26,Rood,Benzine,Ja,Fiat,158352,500,1,59,6949,Particulier,Handgeschakeld,945,Aug/14,0
,Grijs,Diesel,Ja,Fiat,162438,Ducato,2,96,14990,Autobedrijf,Automatisch,1900,Apr/19,0
,Wit,Diesel,,Fiat,162287,Ducato,,96,15900,Autobedrijf,Handgeschakeld,,Mar/17,1
Jan/25,Zwart,Diesel,,Fiat,165000,Punto,,62,2500,Particulier,Handgeschakeld,1105,Jul/11,0
,Wit,Diesel,,Fiat,158311,Ducato,,110,14400,Autobedrijf,Handgeschakeld,2660,Apr/18,1
Oct/25,,Diesel,,Fiat,160889,Doblo,3,66,6450,Autobedrijf,Handgeschakeld,1265,Jun/15,0
Nieuw,Grijs,Benzine,Ja,Fiat,157196,500C,2,60,9349,Autobedrijf,Handgeschakeld,945,Feb/16,5
,Wit,Diesel,,Fiat,150761,Ducato,,109,11900,Autobedrijf,Automatisch,2639,Mar/16,3
Nov/25,Rood,Benzine,Ja,Fiat,157665,500,,63,7440,Autobedrijf,Handgeschakeld,905,Oct/15,5
Nov/25,Zwart,Benzine,,Fiat,131290,Punto Evo,5,77,3450,Autobedrijf,Handgeschakeld,1035,May/10,0
Nov/25,Wit,Benzine,,Fiat,165906,500,,59,6499,Autobedrijf,Handgeschakeld,905,Oct/15,0
Aug/25,Rood,Benzine,Ja,Fiat,141684,500C Abarth,,103,9950,Autobedrijf,Automatisch,1060,Nov/10,0
Nieuw,Zwart,Benzine,Ja,Fiat,152260,500L,,77,6950,Autobedrijf,Handgeschakeld,1235,Mar/15,0
Jul/25,Blauw,Benzine,Ja,Fiat,152434,500X,3,104,9889,Autobedrijf,Handgeschakeld,1295,Jul/15,0
,Zilver,Benzine,,Fiat,154255,500X,1,103,7500,Particulier,,,Sep/16,0
,Rood,Benzine,,Fiat,132000,Panda,,40,1950,Particulier,Handgeschakeld,815,Apr/06,0
,Rood,Benzine,,Fiat,142500,Punto,,48,2750,Particulier,Handgeschakeld,,Aug/10,0
May/25,Zwart,Benzine,,Fiat,145000,500,,51,6500,Particulier,Automatisch,875,May/10,0
Nieuw,Rood,Benzine,Ja,Fiat,134789,Panda,6,44,1750,Autobedrijf,Handgeschakeld,835,Mar/06,0
,Wit,Benzine,,Fiat,147885,Bravo,,66,3950,Autobedrijf,Handgeschakeld,1180,Dec/10,1
Nieuw,Zwart,Benzine,Ja,Fiat,141631,Punto Evo,3,77,4500,Autobedrijf,Handgeschakeld,1050,Feb/10,0
Nieuw,Blauw,Benzine,,Fiat,132453,Punto,,70,2700,Autobedrijf,Handgeschakeld,1050,Aug/06,0
Apr/25,Oranje,Benzine,,Fiat,149801,Panda,,44,1640,Autobedrijf,Handgeschakeld,835,Sep/08,0
,,Benzine,,Fiat,142000,500,,51,6950,Particulier,Automatisch,975,Apr/10,0
Feb/26,Blauw,Benzine,,Fiat,143000,500,,51,4500,Particulier,Handgeschakeld,840,Nov/09,0
Nieuw,Zwart,Benzine,Ja,Fiat,145485,Grande Punto,,57,2750,Autobedrijf,Handgeschakeld,1015,Mar/06,0
May/26,Paars,Benzine,Ja,Fiat,138059,Panda,,51,2450,Particulier,Handgeschakeld,,Mar/10,0
,Rood,Benzine,Ja,Fiat,136000,500,,51,2999,Particulier,Handgeschakeld,840,Oct/08,0
Sep/25,Geel,Benzine,Ja,Fiat,137578,500 Abarth,,74,3949,Autobedrijf,Handgeschakeld,905,May/08,0
May/26,Beige,Benzine,Ja,Fiat,134700,Panda,4,51,1999,Particulier,Handgeschakeld,,Dec/10,0
,,Benzine,,Fiat,149457,Grande Punto,,88,1250,Particulier,Handgeschakeld,1230,Sep/07,0
